STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,8/31/1970,,72,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/1/1970,,71,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/2/1970,,74,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/3/1970,,72,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/4/1970,,71,58
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/5/1970,,72,61
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/6/1970,,72,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/7/1970,,80,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/8/1970,,78,60
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/9/1970,,80,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/10/1970,,80,59
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/11/1970,,60,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/12/1970,,69,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/13/1970,,62,53
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/14/1970,,72,45
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/15/1970,,79,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/16/1970,,61,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/17/1970,,65,41
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/18/1970,,69,42
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/19/1970,,70,43
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/20/1970,,74,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/21/1970,,75,49
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/22/1970,,66,57
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/23/1970,,65,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/24/1970,,64,41
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/25/1970,,72,38
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/26/1970,,73,45
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/27/1970,,74,45
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/28/1970,,73,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/29/1970,,74,44
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,9/30/1970,,66,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/1/1970,,58,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/2/1970,,61,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/3/1970,,51,44
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/4/1970,,51,46
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/5/1970,,64,47
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/6/1970,,74,48
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/7/1970,,65,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/8/1970,,62,50
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/9/1970,,60,53
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/10/1970,,66,51
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/11/1970,,69,54
SZ000001940,"BASEL BINNINGEN, SZ",47.5331,7.5831,316,10/12/1970,,69,52
